id,observed_on,time_observed_at,url,image_url,description,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
59886008,2011-09-13,2011-09-13 20:34:20 UTC,https://www.inaturalist.org/observations/59886008,https://inaturalist-open-data.s3.amazonaws.com/photos/95722577/medium.jpg,,56.82757438,-129.9529625,Medvěd baribal,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
59942624,2020-09-12,2020-09-13 04:06:00 UTC,https://www.inaturalist.org/observations/59942624,https://inaturalist-open-data.s3.amazonaws.com/photos/95815797/medium.png,Searching for apples in the back yard,50.36033931,-125.929151,Vancouver Island Black Bear,Ursus americanus vancouveri,Vancouver Island Black Bear,Mammalia,132842,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,Ursus americanus vancouveri,,
59965427,2020-09-17,2020-09-17 23:55:09 UTC,https://www.inaturalist.org/observations/59965427,https://static.inaturalist.org/photos/95853298/medium.jpg,,49.05529562,-125.7188387,Vancouver Island Black Bear,Ursus americanus vancouveri,Vancouver Island Black Bear,Mammalia,132842,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,Ursus americanus vancouveri,,
59978379,2020-09-10,2020-09-10 17:18:18 UTC,https://www.inaturalist.org/observations/59978379,https://inaturalist-open-data.s3.amazonaws.com/photos/95873952/medium.jpg,,50.31351167,-121.9471367,,Ursidae,Bears,Mammalia,41636,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,,,,,,,,,,,
59981083,2020-09-11,2020-09-11 15:31:46 UTC,https://www.inaturalist.org/observations/59981083,https://inaturalist-open-data.s3.amazonaws.com/photos/95878865/medium.jpg,,50.28937833,-121.7821117,,Ursidae,Bears,Mammalia,41636,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,,,,,,,,,,,
59987660,2020-09-18,2020-09-18 17:41:07 UTC,https://www.inaturalist.org/observations/59987660,https://inaturalist-open-data.s3.amazonaws.com/photos/95889563/medium.jpeg,,49.27994919,-122.7402954,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60022414,2020-09-17,2020-09-17 19:59:00 UTC,https://www.inaturalist.org/observations/60022414,https://inaturalist-open-data.s3.amazonaws.com/photos/95946024/medium.jpg,,49.05441021,-119.5565084,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60045686,2020-09-18,2020-09-18 18:56:57 UTC,https://www.inaturalist.org/observations/60045686,https://inaturalist-open-data.s3.amazonaws.com/photos/95987149/medium.jpg,,49.28027167,-122.7407917,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60061932,2016-08-26,2016-08-26 12:42:00 UTC,https://www.inaturalist.org/observations/60061932,https://inaturalist-open-data.s3.amazonaws.com/photos/96014582/medium.jpeg,,49.01333663,-117.2728286,Medvěd baribal,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60084626,2020-06-03,2020-06-03 17:01:00 UTC,https://www.inaturalist.org/observations/60084626,https://inaturalist-open-data.s3.amazonaws.com/photos/96049737/medium.jpg,,50.13435214,-122.9588391,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60262988,2020-09-20,2020-09-20 15:41:00 UTC,https://www.inaturalist.org/observations/60262988,https://inaturalist-open-data.s3.amazonaws.com/photos/96343343/medium.png,,49.2837626,-122.7932065,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60279609,2020-08-10,2020-08-10 16:39:00 UTC,https://www.inaturalist.org/observations/60279609,https://inaturalist-open-data.s3.amazonaws.com/photos/96370342/medium.jpeg,claw prints remote from toe prints,55.03038317,-121.506117,Brown Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
60291136,2020-09-20,2020-09-20 22:49:31 UTC,https://www.inaturalist.org/observations/60291136,https://inaturalist-open-data.s3.amazonaws.com/photos/96394651/medium.jpg,"Journal entry: On the phylogenic tree, this bear branches off from a bigger branch called “Bears” which is a branch off from a larger group called “Boreoeutheria”, which is branched off of “mammals”.",49.28127,-122.7134867,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60326209,2020-09-18,2020-09-18 16:12:00 UTC,https://www.inaturalist.org/observations/60326209,https://inaturalist-open-data.s3.amazonaws.com/photos/96451660/medium.jpg,,50.3163843,-122.7173501,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60368583,2020-09-21,2020-09-22 01:31:00 UTC,https://www.inaturalist.org/observations/60368583,https://inaturalist-open-data.s3.amazonaws.com/photos/96522785/medium.jpg,,49.2628382,-122.7810708,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60371982,2020-09-05,2020-09-05 23:50:00 UTC,https://www.inaturalist.org/observations/60371982,https://inaturalist-open-data.s3.amazonaws.com/photos/96526442/medium.jpeg,,50.833755,-121.705467,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60373737,2020-09-21,2020-09-22 04:02:31 UTC,https://www.inaturalist.org/observations/60373737,https://inaturalist-open-data.s3.amazonaws.com/photos/96533282/medium.jpg,,49.3630236,-123.1305301,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60379526,2020-09-21,2020-09-22 01:00:00 UTC,https://www.inaturalist.org/observations/60379526,https://inaturalist-open-data.s3.amazonaws.com/photos/96543918/medium.jpeg,,54.79308244,-127.1702705,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60383874,2020-09-21,2020-09-21 22:50:33 UTC,https://www.inaturalist.org/observations/60383874,https://inaturalist-open-data.s3.amazonaws.com/photos/96551819/medium.jpg,,49.53976375,-119.6286178,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60384210,2020-09-20,2020-09-20 17:17:00 UTC,https://www.inaturalist.org/observations/60384210,https://inaturalist-open-data.s3.amazonaws.com/photos/96545842/medium.jpg,"Pinecone-Burke Provincial Park, Coquitlam, BC, Canada",49.33256193,-122.7219115,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60406528,2007-06-15,2007-06-15 07:39:26 UTC,https://www.inaturalist.org/observations/60406528,https://inaturalist-open-data.s3.amazonaws.com/photos/96590591/medium.jpg,,50.88990747,-116.0423736,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60482075,2020-08-05,2020-08-06 02:14:00 UTC,https://www.inaturalist.org/observations/60482075,https://inaturalist-open-data.s3.amazonaws.com/photos/96709447/medium.jpg,,53.06886667,-122.4495517,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60495005,2020-09-07,2020-09-08 02:11:00 UTC,https://www.inaturalist.org/observations/60495005,https://inaturalist-open-data.s3.amazonaws.com/photos/96740719/medium.jpg,"Belcarra, BC, Canada",49.31470005,-122.9155502,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60497697,2020-09-21,2020-09-21 19:48:44 UTC,https://www.inaturalist.org/observations/60497697,https://inaturalist-open-data.s3.amazonaws.com/photos/96745979/medium.jpg,Bark stripping on Abies lasiocarpa ,50.32938384,-119.0962884,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60497745,2020-09-22,2020-09-22 22:30:52 UTC,https://www.inaturalist.org/observations/60497745,https://inaturalist-open-data.s3.amazonaws.com/photos/96746084/medium.jpg,Bark stripping on Pinus contorta ,50.3210383,-119.0186747,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60508661,2007-06-14,2007-06-14 07:10:57 UTC,https://www.inaturalist.org/observations/60508661,https://inaturalist-open-data.s3.amazonaws.com/photos/96765468/medium.jpg,,50.72704721,-115.9069616,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60533927,2020-07-16,2020-07-17 01:23:00 UTC,https://www.inaturalist.org/observations/60533927,https://inaturalist-open-data.s3.amazonaws.com/photos/96800514/medium.jpg,,50.31304167,-116.4613583,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60539413,2020-09-23,2020-09-23 15:58:54 UTC,https://www.inaturalist.org/observations/60539413,https://inaturalist-open-data.s3.amazonaws.com/photos/96816762/medium.jpg,Eating plums by the look of it,49.49078,-119.6267783,,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60585081,2020-06-07,,https://www.inaturalist.org/observations/60585081,https://static.inaturalist.org/photos/96890579/medium.jpeg,,48.51151872,-124.3778642,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60686425,2018-05-12,2018-05-12 18:39:00 UTC,https://www.inaturalist.org/observations/60686425,https://inaturalist-open-data.s3.amazonaws.com/photos/97057014/medium.png,,49.3026338,-122.7007851,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60688006,2018-05-26,2018-05-26 10:17:00 UTC,https://www.inaturalist.org/observations/60688006,https://inaturalist-open-data.s3.amazonaws.com/photos/97059650/medium.jpeg,,49.29871836,-122.7023527,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60689492,2018-06-10,2018-06-10 16:20:00 UTC,https://www.inaturalist.org/observations/60689492,https://inaturalist-open-data.s3.amazonaws.com/photos/97060899/medium.jpeg,,49.30068615,-122.7034025,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60690135,2018-07-16,2018-07-16 09:55:00 UTC,https://www.inaturalist.org/observations/60690135,https://inaturalist-open-data.s3.amazonaws.com/photos/97062960/medium.jpeg,,49.30166439,-122.697947,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60690136,2018-07-16,2018-07-16 10:10:00 UTC,https://www.inaturalist.org/observations/60690136,https://inaturalist-open-data.s3.amazonaws.com/photos/97063311/medium.jpeg,,49.3017645,-122.6988269,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60690137,2018-07-16,2018-07-16 10:19:00 UTC,https://www.inaturalist.org/observations/60690137,https://inaturalist-open-data.s3.amazonaws.com/photos/97063711/medium.jpeg,,49.30271316,-122.7032086,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60741881,2020-08-17,2020-08-18 03:54:00 UTC,https://www.inaturalist.org/observations/60741881,https://static.inaturalist.org/photos/97146588/medium.png,,50.52485153,-126.5659377,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60746691,2020-08-27,2020-08-27 23:10:00 UTC,https://www.inaturalist.org/observations/60746691,https://static.inaturalist.org/photos/97149776/medium.png,,50.52504579,-126.5658491,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60746715,2020-09-05,2020-09-05 17:54:00 UTC,https://www.inaturalist.org/observations/60746715,https://static.inaturalist.org/photos/97152957/medium.jpeg,,50.48337302,-126.4579312,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
60746716,2020-09-06,2020-09-06 17:56:00 UTC,https://www.inaturalist.org/observations/60746716,https://static.inaturalist.org/photos/97153317/medium.jpeg,Foraging for crabs.,50.50526105,-126.4752462,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
60766522,2018-06-30,2018-06-30 18:50:10 UTC,https://www.inaturalist.org/observations/60766522,https://inaturalist-open-data.s3.amazonaws.com/photos/97187380/medium.jpg,,50.703946,-115.8039447,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
60780180,2018-10-09,2018-10-09 14:31:00 UTC,https://www.inaturalist.org/observations/60780180,https://inaturalist-open-data.s3.amazonaws.com/photos/97207853/medium.jpg,,49.29303881,-122.7154644,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60783107,2020-07-31,2020-07-31 21:16:00 UTC,https://www.inaturalist.org/observations/60783107,https://inaturalist-open-data.s3.amazonaws.com/photos/97213428/medium.jpg,,48.80151079,-125.1241483,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60788784,2020-09-25,2020-09-25 18:02:50 UTC,https://www.inaturalist.org/observations/60788784,https://inaturalist-open-data.s3.amazonaws.com/photos/97223450/medium.jpeg,,52.81912969,-119.3542002,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60912092,2020-09-26,2020-09-26 20:39:25 UTC,https://www.inaturalist.org/observations/60912092,https://inaturalist-open-data.s3.amazonaws.com/photos/97424505/medium.jpeg,,49.17844167,-125.7525889,baribal vancouverský,Ursus americanus vancouveri,Vancouver Island Black Bear,Mammalia,132842,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,Ursus americanus vancouveri,,
60913043,2020-09-26,2020-09-26 18:20:00 UTC,https://www.inaturalist.org/observations/60913043,https://inaturalist-open-data.s3.amazonaws.com/photos/97425764/medium.jpeg,Eating a lot of apples,49.85327978,-119.387416,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60920867,2020-09-26,2020-09-26 19:01:00 UTC,https://www.inaturalist.org/observations/60920867,https://inaturalist-open-data.s3.amazonaws.com/photos/97439382/medium.jpeg,,49.84823884,-119.380318,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60920868,2020-09-26,2020-09-26 19:02:00 UTC,https://www.inaturalist.org/observations/60920868,https://inaturalist-open-data.s3.amazonaws.com/photos/97439398/medium.jpeg,,49.84805897,-119.3807043,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60921722,2020-09-26,2020-09-26 19:08:00 UTC,https://www.inaturalist.org/observations/60921722,https://inaturalist-open-data.s3.amazonaws.com/photos/97440483/medium.jpeg,Eating a mix of apple and choke cherry,49.84727494,-119.381028,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60923105,2020-09-26,2020-09-26 20:25:00 UTC,https://www.inaturalist.org/observations/60923105,https://inaturalist-open-data.s3.amazonaws.com/photos/97443376/medium.jpeg,,49.84695735,-119.3749682,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60923106,2020-09-26,2020-09-26 20:26:00 UTC,https://www.inaturalist.org/observations/60923106,https://inaturalist-open-data.s3.amazonaws.com/photos/97443392/medium.jpeg,,49.84735159,-119.3744791,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60926697,2020-06-28,2020-06-28 17:05:00 UTC,https://www.inaturalist.org/observations/60926697,https://inaturalist-open-data.s3.amazonaws.com/photos/97444371/medium.jpg,,50.78312329,-128.3811038,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
60926751,2020-06-28,2020-06-28 18:54:00 UTC,https://www.inaturalist.org/observations/60926751,https://inaturalist-open-data.s3.amazonaws.com/photos/97446363/medium.jpg,,50.77822167,-128.39975,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61037270,2020-09-12,2020-09-12 22:24:00 UTC,https://www.inaturalist.org/observations/61037270,https://inaturalist-open-data.s3.amazonaws.com/photos/97631060/medium.jpg,Appears to be a hefty sow with two older cubs,51.50987143,-120.6281911,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61048112,2020-06-28,2020-06-28 20:54:00 UTC,https://www.inaturalist.org/observations/61048112,https://inaturalist-open-data.s3.amazonaws.com/photos/97621014/medium.jpg,,50.77348667,-128.4098667,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61067419,2020-09-27,2020-09-27 23:04:34 UTC,https://www.inaturalist.org/observations/61067419,https://static.inaturalist.org/photos/97685981/medium.jpg,,49.42280833,-117.6146083,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61122806,2020-09-22,2020-09-23 01:30:09 UTC,https://www.inaturalist.org/observations/61122806,https://inaturalist-open-data.s3.amazonaws.com/photos/97778227/medium.jpg,,49.28032,-122.7406833,Vancouver Island Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61162551,2020-07-25,2020-07-26 00:58:33 UTC,https://www.inaturalist.org/observations/61162551,https://static.inaturalist.org/photos/101151425/medium.jpg,Foraging on Sheperdia between Kwatini & Goat creeks.,59.99292727,-136.721599,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
61164533,2020-09-02,2020-09-02 17:25:11 UTC,https://www.inaturalist.org/observations/61164533,https://inaturalist-open-data.s3.amazonaws.com/photos/97848280/medium.jpg,,59.95758333,-129.0722055,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61164931,2020-07-28,2020-07-28 17:51:56 UTC,https://www.inaturalist.org/observations/61164931,https://static.inaturalist.org/photos/97848906/medium.jpg,,55.83461865,-121.7134121,,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61171251,2020-09-18,2020-09-18 21:50:10 UTC,https://www.inaturalist.org/observations/61171251,https://static.inaturalist.org/photos/97859410/medium.jpg,,49.233925,-122.7927467,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61171952,2020-09-28,2020-09-29 00:40:32 UTC,https://www.inaturalist.org/observations/61171952,https://inaturalist-open-data.s3.amazonaws.com/photos/97860654/medium.jpg,,49.34752,-123.073425,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61176245,2020-09-28,2020-09-29 02:38:53 UTC,https://www.inaturalist.org/observations/61176245,https://inaturalist-open-data.s3.amazonaws.com/photos/97867810/medium.jpg,,49.20643376,-122.2490702,,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61178529,2020-09-05,2020-09-06 00:49:10 UTC,https://www.inaturalist.org/observations/61178529,https://inaturalist-open-data.s3.amazonaws.com/photos/97871173/medium.jpg,,49.298595,-122.734795,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61178816,2020-06-22,2020-06-23 01:18:30 UTC,https://www.inaturalist.org/observations/61178816,https://inaturalist-open-data.s3.amazonaws.com/photos/97871676/medium.jpg,,49.30133,-122.7320783,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
61178988,2020-05-19,2020-05-19 16:31:13 UTC,https://www.inaturalist.org/observations/61178988,https://inaturalist-open-data.s3.amazonaws.com/photos/97871955/medium.jpg,,49.30104167,-122.743095,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
